index,symbol,companyName,listedDate,floor,industryName
112,IDJ,Công ty cổ phần Đầu tư IDJ Việt Nam,2010-09-13,HNX,Đầu tư và phát triển bất động sản
113,IDV,Công ty Cổ phần Phát triển hạ tầng Vĩnh Phúc,2010-06-01,HNX,Đầu tư và phát triển bất động sản
114,INC,Công ty Cổ phần Tư vấn Đầu tư IDICO,2011-07-14,HNX,Dịch vụ hỗ trợ kinh doanh
115,INN,Công ty Cổ phần Bao bì và In nông nghiệp ,2010-01-22,HNX,Hoạt động xuất bản
116,IPA,Công ty Cổ phần Tập đoàn đầu tư I.P.A,2021-11-01,HNX,Tài chính chuyên biệt
117,ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,2012-10-01,HNX,Thép
118,IVS,Công ty Cổ phần Chứng khoán Đầu tư Việt Nam,2011-08-01,HNX,Dịch vụ đầu tư
119,KDM,CÔNG TY CỔ PHẦN TỔNG CÔNG TY PHÁT TRIỂN KHU ĐÔ THỊ DÂN CƯ MỚI,2016-03-29,HNX,Vật liệu xây dựng
120,KHS,Công ty Cổ phần Kiên Hùng,2017-12-26,HNX,Nông sản và thủy hải sản
121,KKC,Công ty Cổ phần Kim Khí KKC,2008-08-21,HNX,Thép
122,KLF,Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,2013-09-23,HNX,Dịch vụ vui chơi giải trí
123,KMT,Công ty Cổ phần Kim khí Miền Trung ,2010-12-15,HNX,Thép
124,KSD,Công ty cổ phần Đầu tư DNA,2010-04-28,HNX,"Đồ may mặc, trang sức, phụ kiện"
125,KSF,Công ty cổ phần Tập đoàn KSFINANCE,2021-10-06,HNX,Dịch vụ bất động sản
126,KSQ,Công ty cổ phần CNC Capital Việt Nam,2013-07-26,HNX,Khai khoáng nói chung
127,KST,Công ty Cổ phần KASATI,2010-12-29,HNX,Thiết bị viễn thông
128,KTS,Công ty Cổ phần Đường Kon Tum ,2010-12-31,HNX,Sản xuất thực phẩm
129,KTT,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ KTT,2010-10-28,HNX,Thiết bị điện
130,KVC,Công ty Cổ phần sản xuất xuất nhập khẩu INOX Kim vĩ,2015-04-14,HNX,Kim loại màu
131,L14,Công ty Cổ phần Licogi 14,2011-09-13,HNX,Xây dựng công trình
132,L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,2008-04-23,HNX,Xây dựng công trình
133,L35,Công ty Cổ phần Cơ khí lắp máy LILAMA,2010-03-25,HNX,Xây dựng công trình
134,L40,Công ty Cổ phần Đầu tư và Xây dựng 40 ,2021-01-27,HNX,Vật liệu xây dựng
135,L43,Công ty Cổ phần Lilama 45.3,2008-06-11,HNX,Xây dựng công trình
136,L61,Công ty Cổ phần LILAMA 69-1,2008-11-19,HNX,Xây dựng công trình
137,L62,Công ty Cổ phần Lilama 69-2,2008-04-21,HNX,Xây dựng công trình
138,LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,2012-03-01,HNX,Hóa chất đặc biệt
139,LBE,Công ty Cổ phần Sách và Thiết bị trường học Long An,2008-02-22,HNX,Hoạt động xuất bản
140,LCD,Công ty cổ phần Lắp máy - Thí nghiệm cơ điện,2010-11-15,HNX,Thiết bị điện
141,LCS,Công ty Cổ phần Licogi 166 ,2010-07-06,HNX,Vật liệu xây dựng
142,LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,2010-07-20,HNX,Dược phẩm
143,LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,2010-01-13,HNX,Xây dựng công trình
144,LIG,Công ty Cổ phần Licogi 13,2010-04-22,HNX,Xây dựng công trình
145,LM7,Công ty Cổ phần Lilama 7 ,2010-10-28,HNX,Xây dựng công trình
146,LUT,Công ty Cổ phần Đầu tư xây dựng Lương Tài,2008-01-04,HNX,Xây dựng công trình
147,MAC,Công ty Cổ phần Cung ứng và Dịch vụ kỹ thuật hàng hải ,2009-12-24,HNX,Xe tải và phương tiện vận chuyển thương mại
148,MAS,Công ty Cổ phần Dịch vụ hàng không sân bay Đà Nẵng ,2014-07-15,HNX,Dịch vụ vận tải
149,MBG,Công ty Cổ phần Tập đoàn MBG,2015-11-26,HNX,Xây dựng công trình
150,MBS,Công ty Cổ phần chứng khoán MB,2016-03-28,HNX,Dịch vụ đầu tư
151,MCC,Công ty Cổ phần Gạch ngói cao cấp,2010-04-26,HNX,Vật liệu xây dựng
152,MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm (Mecofood),2011-02-14,HNX,Sản xuất thực phẩm
153,MCO,Công ty Cổ phần MCO Việt Nam,2006-12-21,HNX,Xây dựng công trình
154,MDC,Công ty Cổ phần Than Mông Dương - Vinacomin,2009-07-23,HNX,Than đá
155,MED,CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG MEDIPLANTEX,2020-03-18,HNX,Dược phẩm
156,MEL,Công ty Cổ phần Thép Mê Lin,2017-09-27,HNX,Thép
157,MHL,Công ty Cổ phần Minh Hữu Liên,2009-11-26,HNX,Các sản phẩm gia dụng lâu bền
158,MIM,Công ty Cổ phần Khoáng sản và Cơ khí,2010-08-16,HNX,Khai khoáng nói chung
159,MKV,Công ty Cổ phần Dược thú y Cai Lậy ,2008-11-21,HNX,Dược phẩm
160,MST,Công ty cổ phần đầu tư MST,2016-05-10,HNX,Xây dựng công trình
161,MVB,Tổng công ty Công nghiệp mỏ Việt Bắc TKV_CTCP,2020-10-28,HNX,Khai khoáng nói chung
162,NAG,Công ty Cổ phần Tập đoàn Nagakawa,2009-09-22,HNX,Đồ điện tử
163,NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,2018-03-27,HNX,Vận tải biển
164,NBC,Công ty Cổ phần Than Núi Béo - Vinacomin ,2006-12-27,HNX,Than đá
165,NBP,Công ty Cổ phần Nhiệt điện Ninh Bình,2009-08-06,HNX,Điện
166,NBW,Công ty Cổ phần Cấp nước Nhà Bè,2017-11-14,HNX,Nước
167,NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,2011-04-21,HNX,Đầu tư và phát triển bất động sản
168,NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,2013-07-17,HNX,Xây dựng công trình
169,NET,Công ty Cổ phần Bột giặt Net,2010-09-15,HNX,Sản phẩm gia dụng không lâu bền
170,NFC,Công ty Cổ phần Phân lân Ninh Bình ,2014-03-03,HNX,Hóa chất đặc biệt
171,NHC,Công ty Cổ phần gạch ngói Nhị Hiệp ,2009-06-17,HNX,Vật liệu xây dựng
172,NRC,Công ty Cổ phần Tập đoàn Danh Khôi,2018-04-05,HNX,Dịch vụ bất động sản
173,NSH,Công ty Cổ phần Nhôm Sông Hồng,2017-07-31,HNX,Nhôm
174,NST,Công ty Cổ phần Ngân Sơn ,2006-12-29,HNX,Thuốc lá
175,NTH,Công ty cổ phần Thủy điện Nước trong,2019-06-19,HNX,Điện
176,NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong ,2006-12-11,HNX,Vật liệu xây dựng
177,NVB,Ngân hàng Thương mại Cổ phần Quốc Dân ,2010-09-13,HNX,Ngân hàng
178,OCH,Công ty Cổ phần Khách sạn và Dịch vụ OCH,2010-10-01,HNX,Đầu tư và phát triển bất động sản
179,ONE,Công ty Cổ phần Truyền thông số 1,2008-06-25,HNX,Thiết bị viễn thông
180,PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,2015-01-27,HNX,Bao bì & đóng gói
181,PCE,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,2015-07-23,HNX,Hóa chất đặc biệt
182,PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,2010-12-29,HNX,Dịch vụ và Thiết bị dầu khí
183,PCT,Công ty cổ phần Vận tải khí và Hóa chất Việt Nam,2011-09-12,HNX,Dịch vụ vận tải
184,PDB,Công ty cố phần tập đoàn đầu tư DIN Capital,2015-08-03,HNX,Vật liệu xây dựng
185,PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,2009-09-29,HNX,Khách sạn
186,PEN,Công ty Cổ phần Xây lắp III Petrolimex,2014-09-25,HNX,Xây dựng công trình
187,PGN,Công ty cổ phần Phụ Gia Nhựa,2019-07-04,HNX,Hóa chất cơ bản
188,PGS,Công ty cổ phần kinh doanh khí miền nam,2007-11-15,HNX,Gas
189,PGT,Công ty cổ phần PGT Holdings,2009-12-25,HNX,Dịch vụ vận tải
190,PHN,Công ty cổ phần Pin Hà Nội,2019-03-13,HNX,Thiết bị điện
191,PHP,Công ty Cổ phần Cảng Hải Phòng,2015-08-12,HNX,Dịch vụ vận tải
192,PIA,Công ty cổ phần Tin học Viễn thông Petrolimex,2019-09-06,HNX,Phần mềm
193,PIC,Công ty Cổ phần Đầu tư Điện lực 3,2017-01-09,HNX,Điện
194,PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,2006-12-25,HNX,Dịch vụ vận tải
195,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,2006-12-27,HNX,Hóa chất đặc biệt
196,PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí miền Bắc ,2015-10-07,HNX,Hóa chất đặc biệt
197,PMC,Công ty Cổ phần Dược phẩm dược liệu Pharmedic ,2009-10-09,HNX,Dược phẩm
198,PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,2015-09-22,HNX,Bao bì & đóng gói
199,PMS,Công ty Cổ phần Cơ khí Xăng dầu,2009-06-08,HNX,Xe tải và phương tiện vận chuyển thương mại
200,POT,Công ty Cổ phần Thiết bị Bưu Điện,2006-12-20,HNX,Thiết bị viễn thông
201,PPE,Công ty Cổ phần Tư vấn Điện lực Dầu khí Việt Nam ,2011-09-21,HNX,Dịch vụ hỗ trợ kinh doanh
202,PPP,Công ty Cổ phần Dược phẩm Phong Phú,2011-07-18,HNX,Dược phẩm
203,PPS,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam ,2011-01-07,HNX,Thiết bị điện
204,PPY,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,2016-03-02,HNX,Dịch vụ và Thiết bị dầu khí
205,PRC,Công ty Cổ phần Portserco,2010-11-29,HNX,Dịch vụ vận tải
206,PRE,Tổng công ty cổ phần Tái bảo hiểm Hà Nội,2020-12-24,HNX,Bảo hiểm đa ngành
207,PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn ,2006-12-29,HNX,Dịch vụ vận tải
208,PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí ,2013-06-28,HNX,Thiết bị viễn thông
209,PSE,Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ ,2015-03-18,HNX,Hóa chất đặc biệt
210,PSI,Công ty Cổ phần Chứng khoán Dầu khí,2010-07-21,HNX,Dịch vụ đầu tư
211,PSW,Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ,2015-07-21,HNX,Hóa chất đặc biệt
