index,symbol,companyName,listedDate,floor,industryName
238,OGC,Công ty Cổ phần Tập đoàn Đại Dương ,2010-05-04,HOSE,Đầu tư và phát triển bất động sản
239,OPC,Công ty Cổ phần Dược phẩm OPC ,2008-10-30,HOSE,Dược phẩm
240,ORS,Công ty Cổ phần Chứng khoán Tiên Phong,2021-11-04,HOSE,Dịch vụ đầu tư
241,PAC,Công ty Cổ phần Pin Ắc quy miền Nam,2006-12-12,HOSE,Thiết bị điện
242,PAN,Công ty Cổ phần Tập đoàn PAN,2021-09-07,HOSE,Sản xuất thực phẩm
243,PC1,Công ty cổ phần Xây lắp điện I,2016-11-16,HOSE,Xây dựng công trình
244,PDN,Công ty Cổ phần Cảng Đồng Nai ,2011-10-26,HOSE,Dịch vụ vận tải
245,PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt ,2010-07-30,HOSE,Đầu tư và phát triển bất động sản
246,PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí ,2007-09-12,HOSE,Cửa hàng chuyên dụng
247,PGC,Tổng Công ty Gas Petrolimex - CTCP,2006-11-24,HOSE,Gas
248,PGD,Công ty Cổ phần Phân phối khí Thấp áp Dầu khí Việt Nam,2009-11-26,HOSE,Gas
249,PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex ,2011-07-29,HOSE,Bảo hiểm đa ngành
250,PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,2018-10-03,HOSE,Xây dựng công trình
251,PHR,Công ty Cổ phần Cao su Phước Hòa ,2009-08-18,HOSE,Hóa chất cơ bản
252,PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,2008-01-24,HOSE,Nông sản và thủy hải sản
253,PJT,Công ty Cổ phần Vận tải Xăng dầu Đường Thủy Petrolimex,2006-12-28,HOSE,Dịch vụ vận tải
254,PLP,Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,2017-08-21,HOSE,Khai khoáng nói chung
255,PLX,Tập đoàn Xăng dầu Việt Nam,2017-04-21,HOSE,Dầu khí tổng hợp
256,PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,2018-01-25,HOSE,Gas
257,PNC,Công ty Cổ phần văn hoá Phương Nam ,2005-07-11,HOSE,Cửa hàng chuyên dụng
258,PNJ,Công ty Cổ phần Vàng bạc đá quý Phú Nhuận,2009-03-23,HOSE,Cửa hàng chuyên dụng
259,POM,Công ty Cổ phần Thép Pomina,2010-04-20,HOSE,Thép
260,POW,Tổng Công ty Điện lực Dầu khí Việt Nam – Công ty cổ phần,2019-01-14,HOSE,Điện
261,PPC,Công ty Cổ phần Nhiệt điện Phả Lại ,2007-01-26,HOSE,Điện
262,PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,2020-06-24,HOSE,Dầu khí tổng hợp
263,PTB,Công ty cổ phần Phú Tài,2011-07-22,HOSE,Vật liệu xây dựng
264,PTC,Công ty Cổ phần Đầu tư và Xây dựng Bưu điện,2008-12-15,HOSE,Xây dựng công trình
265,PTL,Công ty Cổ phần Đầu tư hạ tầng và Đô thị Dầu khí ,2010-09-22,HOSE,Vật liệu xây dựng
266,PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan dầu khí,2006-12-05,HOSE,Dịch vụ và Thiết bị dầu khí
267,PVT,Tổng Công ty Cổ phần Vận tải dầu khí,2007-12-10,HOSE,Vận tải biển
268,PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,2010-06-21,HOSE,Xây dựng công trình
269,PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,2010-06-02,HOSE,Xây dựng công trình
270,QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,2021-09-06,HOSE,Hóa chất đặc biệt
271,QCG,Công ty Cổ phần Quốc Cường Gia Lai ,2010-08-09,HOSE,Đầu tư và phát triển bất động sản
272,RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông ,2006-12-06,HOSE,Thiết bị điện
273,RDP,Công ty cổ phần Rạng Đông Holding,2009-09-22,HOSE,Bao bì & đóng gói
274,REE,Công ty Cổ phần Cơ điện lạnh,2000-07-28,HOSE,Dịch vụ tiện ích tổng hợp
275,RIC,Công ty Cổ phần Quốc tế Hoàng Gia,2007-07-31,HOSE,Sòng bạc
276,ROS,Công ty cổ phần Xây dựng FLC Faros,2016-09-01,HOSE,Xây dựng công trình
277,S4A,Công ty Cổ phần Thủy điện Sê San 4A,2016-05-27,HOSE,Điện tái tạo
278,SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn,2016-12-06,HOSE,Sản xuất bia
279,SAM,Công ty Cổ phần SAM HOLDINGS,2000-07-28,HOSE,Thiết bị viễn thông
280,SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,2002-05-09,HOSE,"Đồ đạc, nội thất"
281,SBA,Công ty Cổ phần Sông Ba,2010-06-01,HOSE,Điện
282,SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,2008-02-25,HOSE,Sản xuất thực phẩm
283,SBV,Công ty Cổ phần Siam Brothers Việt Nam,2017-05-16,HOSE,Vật liệu xây dựng
284,SC5,Công ty Cổ phần Xây dựng số 5 ,2007-10-18,HOSE,Xây dựng công trình
285,SCD,Công ty Cổ phần Nước Giải khát Chương Dương (CDBECO),2006-12-25,HOSE,Nước ngọt
286,SCR,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,2016-11-18,HOSE,Đầu tư và phát triển bất động sản
287,SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,2018-08-03,HOSE,Dịch vụ vận tải
288,SFC,Công ty Cổ phần Nhiên Liệu Sài Gòn ,2004-09-21,HOSE,Cửa hàng chuyên dụng
289,SFG,Công ty Cổ phần phân bón Miền Nam,2014-12-01,HOSE,Hóa chất đặc biệt
290,SFI,Công ty Cổ phần Đại lý Vận tải SAFI,2006-12-29,HOSE,Vận tải biển
291,SGN,Công ty cổ phần Phục vụ Mặt đất Sài Gòn,2018-08-01,HOSE,Dịch vụ vận tải
292,SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa Ốc Sài Gòn,2018-01-15,HOSE,Đầu tư và phát triển bất động sản
293,SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,2008-01-18,HOSE,Phần mềm
294,SHA,Công ty Cổ phần Sơn Hà Sài Gòn,2016-11-30,HOSE,Các sản phẩm gia dụng lâu bền
295,SHB,Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội ,2021-10-11,HOSE,Ngân hàng
296,SHI,Công ty Cổ phần Quốc tế Sơn Hà,2009-12-30,HOSE,Các sản phẩm gia dụng lâu bền
297,SHP,Công ty Cổ phần Thủy điện miền Nam ,2014-07-21,HOSE,Điện
298,SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,2012-09-12,HOSE,Đầu tư và phát triển bất động sản
299,SJD,Công ty Cổ phần Thủy Điện Cần Đơn,2006-12-25,HOSE,Điện
300,SJF,Công Ty Cổ phần Đầu tư Sao Thái Dương,2017-07-05,HOSE,Nông sản và thủy hải sản
301,SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,2006-07-06,HOSE,Đầu tư và phát triển bất động sản
302,SKG,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang ,2014-07-08,HOSE,Vận tải biển
303,SMA,Công ty Cổ phần Thiết bị phụ tùng Sài Gòn,2010-10-19,HOSE,Công nghiệp đa ngành
304,SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung ,2018-08-03,HOSE,Nước ngọt
305,SMC,Công ty Cổ phần đầu tư thương mại SMC ,2006-10-30,HOSE,Thép
306,SPM,Công ty Cổ phần S.P.M ,2010-05-21,HOSE,Dược phẩm
307,SRC,Công ty Cổ phần Cao su Sao vàng,2009-10-07,HOSE,Săm lốp
308,SRF,Công ty cổ phần Searefico,2009-10-21,HOSE,Máy công nghiệp
309,SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,2021-03-24,HOSE,Ngân hàng
310,SSC,Công ty Cổ phần Giống cây trồng miền Nam ,2021-09-06,HOSE,Nông sản và thủy hải sản
311,SSI,Công ty Cổ phần chứng khoán SSI,2007-10-29,HOSE,Dịch vụ đầu tư
312,ST8,Công ty Cổ phần Siêu Thanh ,2007-12-18,HOSE,Thiết bị điện tử văn phòng
313,STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,2006-07-12,HOSE,Ngân hàng
314,STG,Công ty Cổ phần Kho vận miền Nam,2010-03-02,HOSE,Dịch vụ vận tải
315,STK,Công ty Cổ phần Sợi thế kỷ ,2015-09-30,HOSE,Hóa chất cơ bản
316,SVC,Công ty Cổ phần dịch vụ tổng hợp Sài Gòn ,2009-06-01,HOSE,Cửa hàng chuyên dụng
317,SVD,Công ty Cổ phần Đầu tư và Thương mại Vũ Đăng,2021-02-02,HOSE,"Đồ may mặc, trang sức, phụ kiện"
318,SVI,Công ty Cổ phần Bao bì Biên Hòa,2012-03-12,HOSE,Bao bì & đóng gói
319,SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,2011-10-05,HOSE,Hoạt động xuất bản
320,SZC,Công ty cổ phần Sonadezi Châu Đức,2019-01-15,HOSE,Xây dựng công trình
321,SZL,Công ty Cổ phần Sonadezi Long Thành,2008-09-09,HOSE,Đầu tư và phát triển bất động sản
322,TAC,Công ty Cổ phần Dầu thực vật Tường An,2006-12-26,HOSE,Sản xuất thực phẩm
323,TBC,Công ty Cổ phần Thủy điện Thác Bà,2009-10-19,HOSE,Điện
324,TCB,Ngân hàng Thương mại Cổ phần Kỹ Thương Việt Nam - Techcombank,2018-06-04,HOSE,Ngân hàng
325,TCD,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,2017-05-26,HOSE,Xây dựng công trình
326,TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,2016-10-05,HOSE,Đầu tư và phát triển bất động sản
327,TCL,Công ty Cổ phần Đại lý giao nhận Vận tải xếp dỡ Tân Cảng ,2009-12-24,HOSE,Dịch vụ vận tải
328,TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công ,2007-10-15,HOSE,"Đồ may mặc, trang sức, phụ kiện"
329,TCO,Công ty Cổ phần Vận tải đa phương thức Duyên Hải ,2012-02-27,HOSE,Vận tải biển
330,TCR,Công ty Cổ phần Công Nghiệp Gốm sứ Taicera ,2006-12-29,HOSE,Vật liệu xây dựng
331,TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh ,2016-03-22,HOSE,Dịch vụ vui chơi giải trí
332,TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,2010-05-04,HOSE,Vật liệu xây dựng
333,TDG,Công ty Cổ phần Đầu tư TDG GLOBAL,2017-06-15,HOSE,Dầu khí tổng hợp
334,TDH,Công ty Cổ phần Phát triển nhà Thủ Đức,2006-12-14,HOSE,Đầu tư và phát triển bất động sản
335,TDM,Công ty cổ phần Nước Thủ Dầu Một,2018-10-24,HOSE,Nước
336,TDP,Công ty cổ phần Thuận Đức ECO,2020-10-12,HOSE,Hóa chất đặc biệt
337,TDW,Công ty Cổ phần Cấp nước Thủ Đức,2010-11-11,HOSE,Nước
338,TEG,Công ty Cổ phần Năng lượng và Bất động sản Trường Thành,2018-03-09,HOSE,Chế phẩm từ gỗ
339,TGG,Công ty cổ phần Louis Capital,2018-05-25,HOSE,Xây dựng công trình
340,THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang ,2011-07-28,HOSE,Vật liệu xây dựng
341,THI,Công ty Cổ phần Thiết bị điện,2021-09-06,HOSE,Thiết bị điện
342,TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,2016-06-06,HOSE,Quỹ tín thác bất động sản đa dạng
343,TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình ,2009-11-25,HOSE,Đầu tư và phát triển bất động sản
344,TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,2017-12-07,HOSE,Vật liệu xây dựng
345,TLG,Công ty Cổ phần Tập đoàn Thiên Long,2010-03-26,HOSE,Sản phẩm gia dụng không lâu bền
346,TLH,Công ty Cổ phần Tập đoàn thép Tiến Lên,2010-03-16,HOSE,Thép
347,TMP,Công ty Cổ phần Thủy điện Thác Mơ,2009-06-18,HOSE,Điện
348,TMS,CÔNG TY CỔ PHẦN TRANSIMEX,2000-08-04,HOSE,Dịch vụ vận tải
349,TMT,Công ty Cổ phần Ô tô TMT ,2010-01-22,HOSE,Ôtô
350,TN1,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TNS HOLDINGS,2019-05-30,HOSE,Dịch vụ bất động sản
351,TNA,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,2005-07-20,HOSE,Bán lẻ tổng hợp
352,TNC,Công ty Cổ phần Cao su Thống Nhất,2007-08-22,HOSE,Hóa chất cơ bản
353,TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,2021-01-06,HOSE,Dịch vụ y tế
354,TNI,Công ty Cổ phần Tập đoàn Thành Nam,2017-05-29,HOSE,Kim loại màu
355,TNT,Công ty cổ phần tập đoàn TNT,2010-05-21,HOSE,Đầu tư và phát triển bất động sản
356,TPB,Ngân hàng Thương mại cổ phần Tiên Phong,2018-04-19,HOSE,Ngân hàng
357,TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,2007-11-28,HOSE,Bao bì & đóng gói
358,TRA,Công ty Cổ phần Traphaco ,2008-11-26,HOSE,Dược phẩm
359,TRC,Công ty Cổ phần Cao su Tây Ninh,2007-07-24,HOSE,Hóa chất cơ bản
360,TSC,Công ty Cổ phần Vật tư kỹ thuật nông nghiệp Cần Thơ,2007-10-04,HOSE,Nông sản và thủy hải sản
361,TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,2020-09-18,HOSE,Điện
362,TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,2018-08-17,HOSE,Vật liệu xây dựng
363,TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,2018-12-10,HOSE,Điện
364,TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ,2008-02-18,HOSE,"Đồ đạc, nội thất"
365,TV2,Công ty Cổ phần Tư vấn Xây dựng điện 2,2019-06-06,HOSE,Dịch vụ hỗ trợ kinh doanh
366,TVB,Công ty Cổ phần Chứng khoán Trí Việt,2021-09-06,HOSE,Dịch vụ đầu tư
367,TVS,Công ty Cổ phần Chứng Khoán Thiên Việt,2015-01-15,HOSE,Dịch vụ đầu tư
368,TVT,Tổng công ty Việt Thắng - CTCP,2017-07-17,HOSE,"Đồ may mặc, trang sức, phụ kiện"
369,TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam ,2006-02-15,HOSE,Thiết bị viễn thông
370,UDC,Công ty Cổ phần Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,2010-07-05,HOSE,Xây dựng công trình
371,UIC,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị IDICO ,2007-11-12,HOSE,Xây dựng công trình
372,VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,2015-06-23,HOSE,Hóa chất đặc biệt
373,VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,2021-03-10,HOSE,Thép
374,VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam ,2009-06-30,HOSE,Ngân hàng
375,VCF,Công ty Cổ phần Vinacafé Biên Hòa,2011-01-28,HOSE,Nước ngọt
376,VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và xây dựng Việt Nam ,2020-12-29,HOSE,Xây dựng công trình
377,VCI,Công ty Cổ phần Chứng khoán Bản Việt,2017-07-07,HOSE,Dịch vụ đầu tư
378,VDP,Công ty Cổ phần Dược phẩm Trung ương Vidipha,2017-08-15,HOSE,Dược phẩm
379,VDS,Công ty Cổ phần Chứng khoán Rồng Việt (VDSC),2017-07-19,HOSE,Dịch vụ đầu tư
380,VFG,Công ty Cổ phần Khử trùng Việt Nam ,2021-09-06,HOSE,Hóa chất đặc biệt
381,VGC,Tổng Công ty Viglacera - CTCP,2019-05-29,HOSE,Vật liệu xây dựng
382,VHC,Công ty Cổ phần Vĩnh Hoàn,2007-12-24,HOSE,Nông sản và thủy hải sản
383,VHM,Công ty cổ phần Vinhomes,2018-05-17,HOSE,Đầu tư và phát triển bất động sản
384,VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,2020-11-10,HOSE,Ngân hàng
385,VIC,Tập đoàn VINGROUP - CTCP,2007-09-19,HOSE,Đầu tư và phát triển bất động sản
386,VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,2006-12-25,HOSE,Giấy
387,VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,2006-12-21,HOSE,Vận tải biển
388,VIS,Công ty Cổ phần Thép Việt Ý,2006-12-25,HOSE,Thép
389,VIX,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VIX,2021-01-08,HOSE,Dịch vụ đầu tư
390,VJC,Công ty cổ phần Hàng không VIETJET,2017-02-28,HOSE,Hàng không
391,VMD,Công ty Cổ phần Y Dược phẩm Vimedimex ,2010-09-30,HOSE,Bán lẻ dược phẩm
392,VND,Công ty Cổ phần Chứng khoán VNDIRECT,2021-09-06,HOSE,Dịch vụ đầu tư
393,VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,2007-08-09,HOSE,Xây dựng công trình
394,VNG,Công ty Cổ phần Du lịch Thành Thành Công,2009-12-17,HOSE,Khách sạn
395,VNL,Công ty Cổ phần LOGISTICS VINALINK ,2009-08-17,HOSE,Vận tải biển
396,VNM,Công ty Cổ phần Sữa Việt Nam,2006-01-19,HOSE,Sản xuất thực phẩm
397,VNS,Công ty Cổ phần Ánh Dương Việt Nam ,2008-07-29,HOSE,Du lịch
398,VOS,Công ty Cổ phần Vận tải biển Việt Nam ,2010-09-08,HOSE,Vận tải biển
399,VPB,Ngân hàng Thương mại Cổ phần Việt Nam thịnh vượng,2017-08-17,HOSE,Ngân hàng
400,VPD,Công ty Cổ phần Phát triển Điện Lực Việt Nam,2018-01-22,HOSE,Điện
401,VPG,Công ty cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,2018-01-18,HOSE,Than đá
402,VPH,Công ty Cổ phần Vạn Phát Hưng ,2009-09-09,HOSE,Đầu tư và phát triển bất động sản
403,VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,2018-06-29,HOSE,Đầu tư và phát triển bất động sản
404,VPS,Công ty Cổ phần thuốc sát trùng Việt Nam ,2015-08-19,HOSE,Hóa chất đặc biệt
405,VRC,Công ty cổ phần Bất động sản và Đầu tư VRC,2010-07-26,HOSE,Đầu tư và phát triển bất động sản
406,VRE,Công ty Cổ phần Vincom Retail,2017-11-06,HOSE,Đầu tư và phát triển bất động sản
407,VSC,Công ty Cổ phần Container Việt Nam ,2008-01-09,HOSE,Dịch vụ vận tải
408,VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn – Sông Hinh,2006-07-18,HOSE,Điện
409,VSI,Công ty Cổ phần đầu tư và xây dựng cấp thoát nước,2010-12-24,HOSE,Xây dựng công trình
410,VTB,Công ty Cổ phần Viettronics Tân Bình,2006-12-27,HOSE,Đồ điện tử
411,VTO,Công ty Cổ phần Vận tải xăng dầu VITACO,2007-10-09,HOSE,Vận tải biển
412,YBM,Công ty cổ phần Khoáng sản công nghiệp Yên Bái,2018-08-21,HOSE,Hóa chất đặc biệt
413,YEG,Công ty cổ phần Tập đoàn Yeah1,2018-06-26,HOSE,Các hãng truyền thông
