index,symbol,companyName,listedDate,floor,industryName
529,PBC,Công ty cổ phần Dược phẩm Trung Ương I - Pharbaco,2019-11-26,UPCOM,Dược phẩm
530,PBT,Công ty Cổ phần Nhà và Thương mại Dầu khí,2019-01-18,UPCOM,Bao bì & đóng gói
531,PCC,Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex,2017-11-14,UPCOM,Xây dựng công trình
532,PCF,Công ty Cổ phần Cà Phê PETEC,2017-03-29,UPCOM,Sản xuất thực phẩm
533,PCM,Công ty Cổ phần Vật liệu xây dựng Bưu Điện,2017-08-10,UPCOM,Vật liệu xây dựng
534,PCN,Công ty cổ phần Hóa phẩm Dầu khí DMC - Miền Bắc,2019-05-31,UPCOM,Khai thác và sản xuất dầu khí 
535,PDT,Công ty cổ phần Thương mại Dầu khí Đồng Tháp,2018-11-22,UPCOM,Gas
536,PDV,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,2017-04-20,UPCOM,Vận tải biển
537,PEC,Công ty Cổ phần Cơ khí Điện lực,2010-10-06,UPCOM,Vật liệu xây dựng
538,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty cổ phần,2018-11-05,UPCOM,Gas
539,PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,2016-01-18,UPCOM,Dịch vụ và Thiết bị dầu khí
540,PFL,Công ty Cổ phần Dầu khí Đông Đô,2015-05-25,UPCOM,Đầu tư và phát triển bất động sản
541,PGB,NGÂN HÀNG TMCP XĂNG DẦU PETROLIMEX,2020-12-24,UPCOM,Ngân hàng
542,PGV,Tổng Công ty Phát điện 3 - Công ty cổ phần,2018-03-21,UPCOM,Điện
543,PHH,Công ty Cổ phần Hồng Hà Việt Nam ,2015-08-31,UPCOM,Xây dựng công trình
544,PHS,Công ty Cổ phần Chứng khoán Phú Hưng,2019-07-31,UPCOM,Dịch vụ đầu tư
545,PID,Công ty Cổ phần Trang trí nội thất Dầu khí ,2015-07-31,UPCOM,Vật liệu xây dựng
546,PIS,Tổng công ty PISICO Bình Định - CTCP,2016-01-12,UPCOM,Chế phẩm từ gỗ
547,PIV,Công ty Cổ phần PIV,2018-09-07,UPCOM,Tài chính chuyên biệt
548,PJS,Công ty Cổ phần cấp nước Phú Hòa Tân,2011-12-05,UPCOM,Nước
549,PLA,Công ty cổ phần Đầu tư và Dịch vụ Hạ tầng Xăng Dầu,2017-11-20,UPCOM,Đầu tư và phát triển bất động sản
550,PLE,Công ty Cổ phần Tư vấn Xây Dựng Petrolimex,2021-01-07,UPCOM,Dịch vụ và Thiết bị dầu khí
551,PLO,Công ty Cổ phần Kho vận Petec,2020-04-10,UPCOM,Dịch vụ giao nhận
552,PMJ,Công ty Cổ phần vật tư Bưu điện,2016-06-29,UPCOM,Thiết bị viễn thông
553,PMT,Công ty cổ phần Viễn thông Telvina Việt Nam,2010-07-22,UPCOM,Thiết bị viễn thông
554,PMW,Công ty cổ phần Cấp nước Phú Mỹ,2019-07-17,UPCOM,Nước
555,PND,Công ty cổ phần Xăng dầu Dầu khí Nam Định,2017-02-20,UPCOM,Dịch vụ và Thiết bị dầu khí
556,PNG,Công ty cổ phần thương mại Phú Nhuận,2016-04-05,UPCOM,Sản xuất thực phẩm
557,PNP,Công ty Cổ phần Tân Cảng - Phú Hữu,2019-05-17,UPCOM,Vận tải biển
558,PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,2017-01-12,UPCOM,Đầu tư và phát triển bất động sản
559,POB,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,2017-09-29,UPCOM,Dầu khí tổng hợp
560,POS,"Công ty cổ phần Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí biển PTSC",2016-11-25,UPCOM,Dịch vụ và Thiết bị dầu khí
561,POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,2010-09-23,UPCOM,Dịch vụ và Thiết bị dầu khí
562,PPH,Tổng Công ty Cổ phần Phong Phú,2017-08-23,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
563,PPI,0,2019-05-27,UPCOM,Đầu tư và phát triển bất động sản
564,PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,2019-10-04,UPCOM,"Xây dựng, chế tạo nhà ở"
565,PRO,Công ty Cổ phần Procimex Việt Nam,2014-10-10,UPCOM,Nông sản và thủy hải sản
566,PRT,Tổng Công ty cổ phần Sản xuất – Xuất nhập khẩu Bình Dương,2018-05-07,UPCOM,Công nghiệp đa ngành
567,PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai - Bến Đình,2010-02-25,UPCOM,Xây dựng công trình
568,PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,2015-09-15,UPCOM,Xây dựng công trình
569,PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,2010-05-17,UPCOM,Nông sản và thủy hải sản
570,PSN,Công ty cổ phần Cảng Dịch vụ Dầu khí Tổng hợp PTSC Thanh Hóa,2017-06-29,UPCOM,Dịch vụ và Thiết bị dầu khí
571,PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,2009-11-10,UPCOM,Dịch vụ vận tải
572,PTE,Công ty Cổ phần Xi măng Phú Thọ,2015-08-12,UPCOM,Vật liệu xây dựng
573,PTG,Công ty Cổ phần May xuất khẩu Phan Thiết ,2010-01-04,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
574,PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,2010-03-23,UPCOM,Dịch vụ vận tải
575,PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,2017-06-20,UPCOM,Dịch vụ viễn thông cố định
576,PTP,Công ty Cổ phần Dịch vụ Viễn thông và In bưu điện,2009-12-10,UPCOM,Hoạt động xuất bản
577,PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,2010-04-29,UPCOM,Dịch vụ vận tải
578,PTV,Công ty cổ phần Thương mại Dầu khí,2019-11-05,UPCOM,Dịch vụ và Thiết bị dầu khí
579,PTX,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,2018-07-30,UPCOM,Dầu khí tổng hợp
580,PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,2014-10-01,UPCOM,Xây dựng công trình
581,PVE,Tổng Công ty tư vấn thiết kế dầu khí - CTCP,2020-06-04,UPCOM,Dịch vụ hỗ trợ kinh doanh
582,PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,2017-05-19,UPCOM,Xây dựng công trình
583,PVM,Công ty cổ phần Máy - Thiết bị Dầu khí,2016-12-20,UPCOM,Máy công nghiệp
584,PVO,Công ty Cổ phần DẦU NHỜN PV OIL,2016-01-12,UPCOM,Dịch vụ và Thiết bị dầu khí
585,PVP,Công ty cổ phần Vận tải Dầu khí Thái Bình Dương,2016-12-20,UPCOM,Vận tải biển
586,PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,2017-06-02,UPCOM,Đầu tư và phát triển bất động sản
587,PVV,Công ty Cổ phần Vinaconex 39,2019-06-03,UPCOM,Xây dựng công trình
588,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,2020-06-17,UPCOM,Xây dựng công trình
589,PVY,Công ty cổ phần Chế tạo Giàn khoan Dầu khí,2017-12-29,UPCOM,Dịch vụ và Thiết bị dầu khí
590,PWA,Công ty Cổ phần Bất động sản Dầu khí,2019-06-11,UPCOM,Đầu tư và phát triển bất động sản
591,PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,2017-06-30,UPCOM,Nước
592,PX1,Công ty Cổ phần xi măng Dầu khí Nghệ An,2010-12-01,UPCOM,Vật liệu xây dựng
593,PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,2018-06-13,UPCOM,Vật liệu xây dựng
594,PXC,Công ty cổ phần Phát triển Đô thị Dầu khí,2017-02-09,UPCOM,Xây dựng công trình
595,PXL,Công ty cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn,2016-05-23,UPCOM,Đầu tư và phát triển bất động sản
596,PXM,Công ty Cổ phần Xây lắp Dầu khí miền Trung ,2014-07-01,UPCOM,Xây dựng công trình
597,PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,2021-06-09,UPCOM,Xây dựng công trình
598,PYU,Công ty cổ phần Môi trường và Công trình đô thị Phúc Yên,2017-05-15,UPCOM,Dịch vụ xử lý phế liệu phế thải
599,QCC,Công ty Cổ phần Đầu tư xây dựng và phát triển hạ tầng viễn thông,2014-06-06,UPCOM,Xây dựng công trình
600,QHW,Công ty Cổ phần nước khoáng Quảng Ninh,2016-12-22,UPCOM,Nước ngọt
601,QLD,Công ty cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn,2018-01-05,UPCOM,Xây dựng công trình
602,QLT,Công ty cổ phần Quản lý Bảo trì Đường thủy nội địa số 10,2017-04-03,UPCOM,Vận tải biển
603,QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,2020-10-06,UPCOM,Vật liệu xây dựng
604,QNS,Công Ty Cổ Phần Đường Quảng Ngãi,2016-12-20,UPCOM,Sản xuất thực phẩm
605,QNT,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ PHÁT TRIỂN QUẢNG NAM,2020-01-09,UPCOM,"Xây dựng, chế tạo nhà ở"
606,QNU,Công ty cổ phần Môi trường Đô thị Quảng Nam,2017-02-28,UPCOM,Dịch vụ xử lý phế liệu phế thải
607,QNW,Công ty cổ phần Cấp thoát nước và Xây dựng Quảng Ngãi,2016-12-26,UPCOM,Nước
608,QPH,Công ty Cổ phần thủy điện Quế Phong,2014-07-11,UPCOM,Điện
609,QSP,Công ty Cổ phần Tân Cảng Quy Nhơn,2016-09-23,UPCOM,Dịch vụ vận tải
610,QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,2017-03-16,UPCOM,Điện
611,RAT,Công ty Cổ phần Vận tải và Thương mại Đường Sắt,2016-08-15,UPCOM,Đường sắt
612,RBC,Công ty cổ phần Công nghiệp và Xuất nhập khẩu Cao su,2016-02-18,UPCOM,"Đồ đạc, nội thất"
613,RCC,Công ty cổ phần Tổng Công ty Công trình Đường sắt,2016-12-02,UPCOM,Xây dựng công trình
614,RCD,Công ty Cổ phần xây dựng - địa ốc cao su ,2015-02-06,UPCOM,Xây dựng công trình
615,RGC,Công ty Cổ phần Đầu tư PV-Inconess,2017-06-19,UPCOM,Dịch vụ vui chơi giải trí
616,RTB,Công ty cổ phần Cao su Tân Biên,2016-11-07,UPCOM,Hóa chất cơ bản
617,S12,Công ty Cổ phần Sông Đà 12 ,2016-05-26,UPCOM,Xây dựng công trình
618,S27,Công ty Cổ phần Sông Đà 27 ,2014-11-27,UPCOM,Xây dựng công trình
619,S72,Công ty cổ phần Sông Đà 7.02,2018-05-22,UPCOM,Xây dựng công trình
620,S74,Công ty Cổ phần Sông Đà 7.04,2021-06-11,UPCOM,Xây dựng công trình
621,S96,Công ty Cổ phần Sông Đà 9.06,2014-08-21,UPCOM,Xây dựng công trình
622,SAC,Công ty cổ phần Xếp dỡ và Dịch vụ Cảng Sài Gòn,2016-11-08,UPCOM,Dịch vụ giao nhận
623,SAL,Công ty cổ phần Trục vớt cứu hộ Việt Nam,2017-10-20,UPCOM,Vận tải biển
624,SAP,Công ty Cổ phần In sách giáo khoa TP Hồ Chí Minh ,2018-05-07,UPCOM,Hoạt động xuất bản
625,SAS,Công ty Dịch vụ Hàng không sân bay Tân Sơn Nhất,2015-04-16,UPCOM,Dịch vụ vận tải
626,SB1,Công ty cổ phần bia Sài Gòn - Nghệ Tĩnh,2016-12-26,UPCOM,Sản xuất bia
627,SBD,Công ty cổ phần Công nghệ Sao Bắc Đẩu,2017-02-16,UPCOM,Dịch vụ máy tính
628,SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,2018-06-07,UPCOM,Điện
629,SBL,Công ty cổ phần Bia Sài Gòn - Bạc Liêu,2017-01-23,UPCOM,Sản xuất bia
630,SBM,Công ty cổ phần Đầu tư Phát triển Bắc Minh,2017-09-21,UPCOM,Điện
631,SBR,Công ty cổ phần Cao su Sông Bé,2020-11-02,UPCOM,Hóa chất cơ bản
632,SBS,Công ty Cổ phần Chứng khoán Ngân hàng Sài Gòn Thương tín ,2014-04-28,UPCOM,Dịch vụ đầu tư
633,SCA,CÔNG TY CỔ PHẦN NÔNG NGHIỆP SÔNG CON,2020-07-03,UPCOM,Nông sản và thủy hải sản
634,SCC,Công ty Cổ phần Thương mại Đầu tư SHB,2014-08-06,UPCOM,Vật liệu xây dựng
635,SCJ,Công ty Cổ phần Xi măng Sài Sơn,2019-05-27,UPCOM,Vật liệu xây dựng
636,SCL,Công ty Cổ phần Sông Đà Cao Cường,2020-05-18,UPCOM,Vật liệu xây dựng
637,SCO,Công ty Cổ phần Công nghiệp Thủy sản,2010-09-17,UPCOM,Dịch vụ giao nhận
638,SCV,Công ty TNHH MTV Muối Việt Nam,2021-05-19,UPCOM,Sản xuất thực phẩm
639,SCY,Công ty Cổ phần Đóng tàu Sông Cấm,2017-10-25,UPCOM,Xây dựng công trình
640,SD1,Công ty Cổ phần Sông Đà 1,2015-06-08,UPCOM,Vật liệu xây dựng
641,SD3,Công ty Cổ phần Sông Đà 3,2013-12-24,UPCOM,Xây dựng công trình
642,SD7,Công ty Cổ phần Sông Đà 7,2018-06-01,UPCOM,Xây dựng công trình
643,SD8,Công ty Cổ phần Sông Đà 8,2015-12-25,UPCOM,Xây dựng công trình
644,SDB,Công ty Cổ phần Sông Đà 207,2014-07-03,UPCOM,Xây dựng công trình
645,SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,2019-06-14,UPCOM,Xây dựng công trình
646,SDH,Công ty Cổ phần Xây dựng hạ tầng sông Đà ,2017-09-15,UPCOM,Xây dựng công trình
647,SDJ,Công ty Cổ phần Sông Đà 25 ,2014-12-02,UPCOM,Xây dựng công trình
648,SDK,Công ty Cổ phần Cơ khí Luyện kim ,2010-10-28,UPCOM,Xây dựng công trình
649,SDP,Công ty cổ phần SDP,2019-03-01,UPCOM,Vật liệu xây dựng
650,SDV,Công ty Cổ phần Dịch vụ Sonadezi ,2011-04-22,UPCOM,Dịch vụ tiêu dùng chuyên dụng
651,SDX,Công ty Cổ phần phòng cháy chữa cháy và đầu tư xây dựng Sông Đà,2015-09-24,UPCOM,Vật liệu xây dựng
652,SDY,Công ty Cổ phần Xi măng Elecem,2017-06-09,UPCOM,Vật liệu xây dựng
653,SEA,Tổng Công ty Thủy sản Việt Nam – Công ty cổ phần,2016-12-23,UPCOM,Nông sản và thủy hải sản
654,SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,2017-02-06,UPCOM,Nông sản và thủy hải sản
655,SGB,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN CÔNG THƯƠNG,2020-10-15,UPCOM,Ngân hàng
656,SGI,Công ty cổ phần Đầu tư Phát triển Sài Gòn 3 Group,2021-09-14,UPCOM,Dịch vụ tiện ích tổng hợp
657,SGO,Công ty Cổ phần Dầu thực vật Sài Gòn,2019-12-30,UPCOM,Sản xuất thực phẩm
658,SGP,Công ty Cổ phần Cảng Sài Gòn,2016-04-25,UPCOM,Dịch vụ vận tải
659,SGS,Công ty Cổ phần vận tải biển Sài Gòn,2010-12-22,UPCOM,Dịch vụ vận tải
660,SHC,Công ty Cổ phần Hàng hải Sài Gòn,2017-10-13,UPCOM,Vận tải biển
661,SHG,Tổng Công ty Cổ phần Sông Hồng,2015-04-10,UPCOM,Xây dựng công trình
662,SHX,Công ty cổ phần Sài Gòn Hỏa xa,2016-10-11,UPCOM,Thuốc lá
663,SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn CO.OP,2017-01-09,UPCOM,Dịch vụ bất động sản
664,SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,2019-10-10,UPCOM,Dịch vụ vận tải
665,SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,2019-06-06,UPCOM,Đầu tư và phát triển bất động sản
666,SIV,Công ty Cổ phần SIVICO,2017-05-23,UPCOM,Hóa chất đặc biệt
667,SJC,Công ty Cổ phần Sông Đà 1.01,2021-07-02,UPCOM,Xây dựng công trình
668,SJG,Tổng Công ty Sông Đà - CTCP,2018-02-12,UPCOM,Xây dựng công trình
669,SJM,Công ty Cổ phần Sông Đà 19 ,2014-05-29,UPCOM,Xây dựng công trình
670,SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,2017-10-25,UPCOM,Nước ngọt
671,SKN,Công ty cổ phần Nước giải khát Sanna Khánh Hòa,2018-10-10,UPCOM,Nước ngọt
672,SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,2017-11-03,UPCOM,Nước ngọt
673,SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,2014-11-11,UPCOM,Sản xuất thực phẩm
674,SNZ,Tổng Công ty Cổ phần Phát triển khu Công Nghiệp,2017-11-20,UPCOM,Đầu tư và phát triển bất động sản
675,SON,Công ty cổ phần Cung ứng Nhân lực Quốc tế và Thương mại,2018-01-05,UPCOM,Dịch vụ cung ứng lao động và đào tạo
676,SP2,Công ty cổ phần Thủy điện Sử Pán 2,2016-09-30,UPCOM,Điện
677,SPA,Công ty cổ phần Bao bì Sài Gòn,2016-12-28,UPCOM,Bao bì & đóng gói
678,SPB,Công ty cổ phần Sợi Phú Bài,2016-10-17,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
679,SPC,Công ty Cổ phần Bảo vệ thực vật Sài Gòn,2010-09-09,UPCOM,Hóa chất đặc biệt
680,SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản miền Trung ,2010-04-22,UPCOM,Nông sản và thủy hải sản
681,SPH,Công ty Cổ phần xuất nhập khẩu thủy sản Hà Nội,2014-05-20,UPCOM,Nông sản và thủy hải sản
682,SPP,Công ty Cổ phần Bao bì Nhựa Sài Gòn,2020-05-29,UPCOM,Bao bì & đóng gói
683,SPV,Công ty cổ phần Thủy Đặc Sản,2017-02-14,UPCOM,Sản xuất thực phẩm
684,SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn ,2016-05-26,UPCOM,Khai khoáng nói chung
685,SRB,Công ty Cổ phần Tập đoàn SARA ,2016-05-26,UPCOM,Dịch vụ cung ứng lao động và đào tạo
686,SRT,Công ty cổ phần Vận tải Đường sắt Sài Gòn,2016-11-25,UPCOM,Dịch vụ vận tải
687,SSF,Công ty Cổ phần Giáo dục Sài Gòn,2010-04-20,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
688,SSG,Công ty Cổ phần Vận tải biển Hải Âu,2015-06-03,UPCOM,Vận tải biển
689,SSH,Công ty Cổ phần phát triển Sunshine Homes,2021-08-04,UPCOM,"Xây dựng, chế tạo nhà ở"
690,SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,2013-10-15,UPCOM,Nông sản và thủy hải sản
691,SSU,Công ty Cổ phần Môi trường Đô thị Sóc Sơn,2016-12-19,UPCOM,Dịch vụ xử lý phế liệu phế thải
692,STH,Công ty cổ phần phát hành sách Thái Nguyên,2020-03-17,UPCOM,Dịch vụ tiêu dùng chuyên dụng
693,STL,Công ty Cổ phần Sông Đà - Thăng Long,2013-11-12,UPCOM,Đầu tư và phát triển bất động sản
694,STS,Công ty Cổ phần Dịch vụ Vận tải Sài Gòn,2010-03-30,UPCOM,Dịch vụ vận tải
695,STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist ,2018-07-13,UPCOM,Du lịch
696,STW,Công ty cổ phần Cấp nước Sóc Trăng,2018-07-06,UPCOM,Nước
697,SVG,Công ty cổ phần Hơi Kĩ Nghệ Que Hàn,2016-04-06,UPCOM,Hóa chất đặc biệt
698,SVH,Công ty cổ phần Thủy điện Sông Vàng,2017-12-28,UPCOM,Điện
699,SVL,Công ty cổ phần Nhân lực Quốc tế Sovilaco,2017-08-24,UPCOM,Dịch vụ cung ứng lao động và đào tạo
700,SWC,Tổng Công ty Cổ phần Đường sông Miền Nam ,2011-04-29,UPCOM,Vận tải biển
701,SZE,Công ty cổ phần Môi trường Sonadezi,2016-12-09,UPCOM,Dịch vụ xử lý phế liệu phế thải
702,SZG,Công ty Cổ phần Sonadezi Giang Điền,2021-12-27,UPCOM,Dịch vụ bất động sản
703,T12,Công ty Cổ phần Thương mại Dịch vụ Tràng Thi,2017-11-06,UPCOM,Bán lẻ dụng cụ gia đình
704,TA3,Công ty Cổ phần Đầu tư và Xây lắp Thành An 386,2018-01-05,UPCOM,Xây dựng công trình
705,TA6,Công ty cổ phần Đầu tư và Xây lắp Thành An 665,2017-11-28,UPCOM,Xây dựng công trình
706,TAG,Công ty Cổ phần Thế giới số Trần Anh,2018-11-23,UPCOM,Phần cứng
707,TAN,Công ty cổ phần cà phê Thuận An,2019-06-10,UPCOM,Nông sản và thủy hải sản
708,TAP,Công ty cổ phần Đô thị Tân An,2016-09-07,UPCOM,Dịch vụ tiện ích tổng hợp
709,TAW,Công ty Cổ phần Cấp nước Trung An,2016-07-29,UPCOM,Nước
710,TB8,Công ty cổ phần Sản xuất và kinh doanh Vật tư Thiết bị - VVMI,2016-12-30,UPCOM,Vật liệu xây dựng
711,TBD,Tổng Công ty Thiết bị điện Đông Anh,2014-10-15,UPCOM,Thiết bị điện
712,TBH,Công ty Cổ phần Tổng Bách Hóa,2021-08-13,UPCOM,Dịch vụ bất động sản
713,TBT,Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre,2010-03-01,UPCOM,Xây dựng công trình
714,TCI,Công ty cổ phần Chứng khoán Thành Công,2018-09-05,UPCOM,Dịch vụ đầu tư
715,TCJ,Công ty Cổ phần Tô Châu,2017-11-24,UPCOM,Nông sản và thủy hải sản
716,TCK,Tổng công ty Cơ khí xây dựng - CTCP,2017-10-27,UPCOM,Xây dựng công trình
717,TCW,Công ty Cổ phần Kho vận Tân Cảng,2017-06-26,UPCOM,Dịch vụ vận tải
718,TDB,Công ty cổ phần Thủy điện Định Bình,2017-07-19,UPCOM,Điện
719,TDF,Công ty cổ phần Trung Đô,2020-05-12,UPCOM,"Xây dựng, chế tạo nhà ở"
720,TDS,Công ty Cổ phần thép Thủ Đức,2011-10-06,UPCOM,Thép
721,TEC,Công ty Cổ phần Traenco,2017-04-24,UPCOM,Dịch vụ cung ứng lao động và đào tạo
722,TEL,Công ty Cổ phần Phát triển Công trình Viễn thông,2017-09-26,UPCOM,Dịch vụ viễn thông cố định
723,TGP,Công ty Cổ phần Trường Phú ,2009-06-24,UPCOM,Thiết bị viễn thông
724,TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam ,2018-04-27,UPCOM,Nông sản và thủy hải sản
725,THN,Công ty cổ phần Cấp nước Thanh Hóa,2017-10-05,UPCOM,Nước
726,THP,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,2019-11-18,UPCOM,Nông sản và thủy hải sản
727,THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,2017-06-06,UPCOM,Dịch vụ xử lý phế liệu phế thải
728,THW,Công ty cổ phần cấp nước Tân Hòa,2016-03-01,UPCOM,Nước
729,TID,Công ty cổ phần Tổng công ty Tín Nghĩa,2018-12-12,UPCOM,Đầu tư và phát triển bất động sản
730,TIE,Công ty Cổ phần TIE,2019-08-09,UPCOM,Dịch vụ tiêu dùng chuyên dụng
731,TIN,Công ty Tài chính Cổ phần Tín Việt,2021-12-28,UPCOM,Ngân hàng
732,TIS,Công ty Cổ phần Gang thép Thái Nguyên ,2011-03-24,UPCOM,Thép
733,TKA,Công ty Cổ phần Bao bì Tân Khánh An,2020-06-03,UPCOM,Bao bì & đóng gói
734,TKG,Công ty cổ phần Sản xuất và Thương mại Tùng Khánh,2021-04-09,UPCOM,Vật liệu xây dựng
735,TL4,Tổng Công ty Xây dựng Thủy lợi 4 ,2015-02-04,UPCOM,Xây dựng công trình
736,TLI,Công ty cổ phần May Quốc Tế Thắng Lợi,2019-01-25,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
737,TLP,Tổng công ty Thương mại Xuất nhập khẩu Thanh Lễ – CTCP,2017-12-08,UPCOM,Dầu khí tổng hợp
738,TLT,Công ty Cổ phần Viglacera Thăng Long,2013-06-19,UPCOM,Vật liệu xây dựng
739,TMG,Công ty cổ phần Kim loại màu Thái Nguyên - Vimico,2017-02-07,UPCOM,Kim loại màu
740,TMW,Công ty Cổ phần tổng hợp gỗ Tân Mai,2009-12-23,UPCOM,"Đồ đạc, nội thất"
741,TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,2010-04-16,UPCOM,Thép
742,TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng công trình ,2009-10-27,UPCOM,Xây dựng công trình
743,TNP,Công ty cổ phần Cảng Thị Nại,2016-12-23,UPCOM,Dịch vụ vận tải
744,TNS,Công ty Cổ phần Thép Tấm Lá Thống Nhất,2017-01-06,UPCOM,Thép
745,TNW,Công ty Cổ phần Nước sạch Thái Nguyên,2017-05-26,UPCOM,Nước
746,TOP,Công ty Cổ phần Phân phối Top One,2015-07-23,UPCOM,Cung ứng
747,TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,2021-09-08,UPCOM,Dịch vụ vận tải
748,TOT,Công ty cổ phần Vận tải Transimex,2017-07-17,UPCOM,Dịch vụ vận tải
749,TOW,Công ty cổ phần Cấp nước Trà Nóc - Ô Môn,2019-01-25,UPCOM,Nước
750,TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,2015-12-01,UPCOM,Dịch vụ vận tải
751,TQN,Công ty Cổ phần Thông Quảng Ninh,2017-02-08,UPCOM,Chế phẩm từ gỗ
752,TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,2019-06-14,UPCOM,Nước
753,TR1,Công ty Cổ phần Vận tải 1 Traco,2020-08-24,UPCOM,Dịch vụ vận tải
754,TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng hải,2015-09-18,UPCOM,Vận tải biển
755,TRT,Công ty cổ phần RedstarCera,2017-03-16,UPCOM,Vật liệu xây dựng
756,TS3,Công ty cổ phần Trường Sơn 532,2018-01-19,UPCOM,Xây dựng công trình
757,TS4,Công ty Cổ phần Thủy sản số 4 ,2021-09-24,UPCOM,Nông sản và thủy hải sản
758,TS5,Công ty cổ phần Trường Sơn 145,2018-01-19,UPCOM,Xây dựng công trình
759,TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,2018-01-10,UPCOM,Du lịch
760,TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,2017-04-18,UPCOM,Đường sắt
761,TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,2017-08-01,UPCOM,Du lịch
762,TTD,Công ty cổ phần Bệnh viện Tim Tâm Đức,2017-02-06,UPCOM,Dịch vụ y tế
763,TTG,Công ty Cổ phần May Thanh Trì ,2010-02-02,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
764,TTN,Công ty Cổ phần Công nghệ và Truyền thông Việt Nam,2017-04-19,UPCOM,Dịch vụ viễn thông di động
765,TTP,Công ty Cổ phần Bao bì Nhựa Tân Tiến,2017-03-15,UPCOM,Bao bì & đóng gói
766,TTS,Công ty cổ phần Cán thép Thái Trung,2017-05-17,UPCOM,Thép
767,TUG,Công ty cổ phần Lai dắt và Vận tải Cảng Hải Phòng,2017-02-21,UPCOM,Vận tải biển
768,TV1,Công ty Cổ phần Tư vấn xây dựng điện 1,2018-06-22,UPCOM,Thiết bị điện
